Document,Date,SalePrice,PropertyID,PropertyType,ym,zhvi_px,zhvi_idx,AdjSalePrice,NbrLivingUnits,SqFtLot,SqFtTotLiving,SqFtFinBasement,Bathrooms,Bedrooms,BldgGrade,YrBuilt,YrRenovated,TrafficNoise,LandVal,ImpsVal,ZipCode,NewConstruction
3639,07/08/2007,760000,1325059083,Single Family,01/08/2007,434600,0.998621324,761049,1,50662,1850,420,2.5,4,8,1978,0,0,385000,279000,98052,FALSE
3640,01/06/2007,550000,1326039004,Single Family,01/06/2007,433200,0.995404412,552539,2,10011,2870,50,2.5,3,9,1903,2008,1,159000,475000,98133,FALSE
3641,11/10/2006,410000,1326039038,Single Family,01/10/2006,418300,0.961167279,426565,1,7205,1960,0,2.5,3,7,1910,1989,1,147000,268000,98133,FALSE
3642,12/04/2007,322500,1326039039,Single Family,01/04/2007,430900,0.990119485,325718,1,12000,880,0,1,2,7,1939,0,1,171000,147000,98133,FALSE
3643,14/06/2010,364000,1326039066,Single Family,01/06/2010,345800,0.794577206,458105,1,7605,1680,530,2.25,3,8,1964,0,0,153000,234000,98133,FALSE
3644,12/08/2009,519000,1326039067,Single Family,01/08/2009,352600,0.810202206,640581,1,7611,2530,920,2.5,5,8,1964,0,0,153000,340000,98133,FALSE
3646,17/11/2006,399950,1326049023,Single Family,01/11/2006,421200,0.967830882,413244,1,15225,1680,0,2.5,4,7,1975,0,2,204000,161000,98028,FALSE
3647,12/10/2010,510000,1326049130,Single Family,01/10/2010,334700,0.769071691,663137,1,48788,2940,1420,2.25,4,7,1961,0,0,318000,265000,98028,FALSE
3648,17/08/2009,323500,1326049148,Single Family,01/08/2009,352600,0.810202206,399283,1,10000,2050,850,1.75,4,7,1957,0,0,200000,207000,98028,FALSE
3649,23/02/2006,535000,1326049154,Single Family,01/02/2006,387600,0.890625,600702,1,13025,3900,1650,2.75,4,8,1983,0,0,273000,289000,98028,FALSE
3650,16/12/2008,400000,1326049156,Single Family,01/12/2008,381600,0.876838235,456184,1,22344,2460,570,2.5,3,7,1992,0,0,265000,234000,98028,FALSE
3651,22/06/2006,570000,1326059002,Single Family,01/06/2006,404400,0.929227941,613412,1,57499,1830,140,2.5,3,7,1984,0,0,243000,244000,98072,FALSE
3652,20/03/2013,175000,1326059058,Single Family,01/03/2013,351600,0.807904412,216610,1,18730,3160,0,2.5,3,10,2013,0,0,232000,649000,98072,FALSE
3653,27/04/2006,787000,1326059064,Single Family,01/04/2006,396500,0.911075368,863814,1,57934,2960,0,2.25,3,9,1978,0,0,407000,349000,98072,FALSE
3654,25/04/2007,610000,1326059119,Single Family,01/04/2007,430900,0.990119485,616087,1,52272,2550,1120,2.75,3,9,1978,0,0,340000,288000,98072,FALSE
3655,11/01/2011,395000,1326059156,Single Family,01/01/2011,328100,0.75390625,523938,1,69696,1620,340,1.75,3,7,1981,0,0,257000,187000,98072,FALSE
3656,25/08/2010,619950,1326059180,Single Family,01/08/2010,339900,0.781020221,793769,1,39968,4710,1550,2.5,4,9,1987,0,0,296000,524000,98072,FALSE
3657,23/06/2010,900000,1326059182,Single Family,01/06/2010,345800,0.794577206,1132678,1,107157,5600,2160,3.25,5,10,1988,0,0,497000,601000,98072,FALSE
3658,05/05/2008,2765000,1326059194,Single Family,01/05/2008,407400,0.936121324,2953677,1,106286,5450,0,4.5,5,12,2001,0,0,576000,1237000,98072,FALSE
3659,17/10/2011,269000,1326069188,Single Family,01/10/2011,312000,0.716911765,375221,1,10424,1640,0,2.5,3,7,1988,0,0,89000,217000,98019,FALSE
3660,09/03/2006,332500,1326069189,Single Family,01/03/2006,392100,0.900965074,369049,1,11001,1480,0,1.75,3,7,1988,0,0,102000,203000,98019,FALSE
3661,13/12/2006,404000,1326069191,Single Family,01/12/2006,423400,0.972886029,415259,1,9781,1840,0,2.25,3,7,1989,0,0,89000,231000,98019,FALSE
3662,13/06/2007,361700,1326069195,Single Family,01/06/2007,433200,0.995404412,363370,1,10142,1230,0,2,3,7,1988,0,0,99000,180000,98019,FALSE
3663,05/04/2007,425000,1326069219,Single Family,01/04/2007,430900,0.990119485,429241,1,7795,3100,1030,3.5,4,7,2001,0,0,95000,300000,98019,FALSE
3664,11/02/2007,449000,1326069227,Single Family,01/02/2007,427800,0.982996324,456767,1,7402,2580,0,2.5,4,8,2004,0,0,95000,316000,98019,FALSE
3665,03/12/2013,289900,1328300070,Single Family,01/12/2013,385000,0.884650735,327700,1,6500,1920,560,1.75,4,8,1977,0,1,115000,196000,98058,FALSE
3666,22/10/2010,312000,1328300680,Single Family,01/10/2010,334700,0.769071691,405684,1,6930,2620,1000,3,5,8,1977,0,0,120000,244000,98058,FALSE
3667,24/09/2007,334950,1328300990,Single Family,01/09/2007,433500,0.99609375,336264,1,7650,1530,0,1.75,3,8,1977,0,0,120000,193000,98058,FALSE
3668,29/05/2012,224900,1328300990,Single Family,01/05/2012,318000,0.730698529,307788,1,7650,1530,0,1.75,3,8,1977,0,0,120000,193000,98058,FALSE
3669,07/06/2006,365000,1328310050,Single Family,01/06/2006,404400,0.929227941,392799,1,11000,2400,640,2.5,3,8,1977,0,0,120000,221000,98058,FALSE
3670,23/10/2007,383700,1328310450,Single Family,01/10/2007,431300,0.991038603,387170,1,10778,2080,470,2.25,3,8,1977,0,0,120000,208000,98058,FALSE
3671,30/01/2007,407000,1328320550,Single Family,01/01/2007,425600,0.977941176,416180,1,5950,2660,1020,2.75,4,8,1983,0,0,120000,253000,98058,FALSE
3672,15/02/2007,380000,1328330190,Single Family,01/02/2007,427800,0.982996324,386573,1,9760,2000,600,1.75,3,8,1978,0,0,120000,222000,98058,FALSE
3673,24/01/2007,314000,1328330620,Single Family,01/01/2007,425600,0.977941176,321083,1,7412,1490,470,1.5,3,7,1980,0,0,120000,158000,98055,FALSE
3674,09/04/2007,359000,1328330850,Single Family,01/04/2007,430900,0.990119485,362583,1,7910,1680,0,1.75,3,8,1981,0,0,120000,207000,98058,FALSE
3675,09/07/2009,300000,1328340120,Single Family,01/07/2009,354400,0.814338235,368397,1,7906,1530,380,2.25,3,7,1980,0,0,120000,166000,98058,FALSE
3676,26/12/2006,327000,1328340160,Single Family,01/12/2006,423400,0.972886029,336113,1,8159,1210,0,1.5,3,7,1980,0,0,120000,146000,98058,FALSE
3677,12/10/2009,260000,1328340190,Single Family,01/10/2009,351200,0.806985294,322187,1,7800,1210,0,1.75,3,7,1980,0,0,120000,165000,98058,FALSE
3678,29/08/2008,360000,1328340240,Single Family,01/08/2008,397900,0.914292279,393747,1,8165,2170,530,2.25,3,7,1983,0,0,120000,211000,98058,FALSE
3679,29/11/2006,339950,1328340410,Single Family,01/11/2006,421200,0.967830882,351249,1,7413,1520,490,1,3,8,1980,0,0,120000,188000,98058,FALSE
3680,17/05/2007,347000,1328340490,Single Family,01/05/2007,432100,0.992876838,349489,1,7350,1370,0,1.75,3,7,1983,0,0,120000,159000,98058,FALSE
3681,14/11/2006,347000,1328340510,Single Family,01/11/2006,421200,0.967830882,358534,1,7875,1610,510,1.75,3,7,1980,0,0,120000,166000,98058,FALSE
3682,20/06/2007,380000,1328340540,Single Family,01/06/2007,433200,0.995404412,381754,1,8476,1750,510,2.5,4,7,1983,0,0,120000,200000,98058,FALSE
3683,03/10/2007,372000,1328340600,Single Family,01/10/2007,431300,0.991038603,375364,1,7350,1420,270,2.5,3,7,1983,0,0,120000,166000,98058,FALSE
3684,05/08/2008,355000,1328340630,Single Family,01/08/2008,397900,0.914292279,388278,1,7350,1440,400,2.75,3,7,1980,0,0,120000,179000,98058,FALSE
3685,23/05/2007,335000,1328340750,Single Family,01/05/2007,432100,0.992876838,337403,1,9432,1530,350,1.75,3,7,1980,0,1,115000,169000,98058,FALSE
3686,07/07/2006,355000,1328350030,Single Family,01/07/2006,407700,0.936810662,378945,1,8062,1570,360,2.25,3,7,1984,0,1,115000,176000,98058,FALSE
3687,17/04/2007,372000,1328350070,Single Family,01/04/2007,430900,0.990119485,375712,1,9005,1510,350,2.5,3,7,1983,0,1,115000,170000,98058,FALSE
3688,03/11/2011,246000,1328350160,Single Family,01/11/2011,312200,0.717371324,342919,1,8614,1690,670,2.25,3,7,1985,0,0,120000,165000,98058,FALSE
3690,09/01/2013,346995,1329300100,Single Family,01/01/2013,342800,0.787683824,440526,1,6498,2880,0,2.75,5,8,2012,0,0,87000,327000,98030,TRUE
3691,28/02/2013,313995,1329300320,Single Family,01/02/2013,347000,0.797334559,393806,1,6413,2300,0,2.5,4,8,2013,0,0,87000,284000,98030,TRUE
3692,01/03/2013,321647,1329300340,Single Family,01/03/2013,351600,0.807904412,398125,1,7163,2400,0,2.75,5,8,2012,0,0,87000,296000,98030,TRUE
3693,12/02/2013,358499,1329300350,Single Family,01/02/2013,347000,0.797334559,449622,1,7281,2650,0,2.5,4,8,2012,0,0,87000,308000,98030,TRUE
3694,27/03/2013,299995,1329300410,Single Family,01/03/2013,351600,0.807904412,371325,1,6960,2160,0,2.5,4,8,2013,0,0,87000,282000,98030,TRUE
3695,03/12/2012,339995,1329300480,Single Family,01/12/2012,339400,0.779871324,435963,1,5750,2650,0,2.5,4,8,2012,0,0,87000,308000,98030,TRUE
3696,02/11/2012,314991,1329300490,Single Family,01/11/2012,335900,0.771829044,408110,1,5750,2400,0,2.75,5,8,2012,0,0,87000,296000,98030,TRUE
3697,19/04/2006,399950,1329500030,Single Family,01/04/2006,396500,0.911075368,438987,1,5000,2310,0,2.5,4,8,2003,0,0,78000,228000,98001,FALSE
3698,06/10/2008,300000,1330250060,Single Family,01/10/2008,390600,0.897518382,334255,1,7859,2360,550,2.75,4,8,1993,0,0,132000,185000,98030,FALSE
3699,06/12/2006,339900,1330280090,Single Family,01/12/2006,423400,0.972886029,349373,1,5728,1770,0,2.25,4,8,2003,0,0,132000,129000,98030,FALSE
3700,21/06/2006,400000,1330290100,Single Family,01/06/2006,404400,0.929227941,430465,1,5759,2260,0,2.5,4,8,1999,0,0,132000,159000,98030,FALSE
3701,04/03/2008,1955000,1330300106,Single Family,01/03/2008,415100,0.953814338,2049665,1,8466,3420,1400,3.25,3,9,1959,2000,0,1026000,570000,98112,FALSE
3702,16/09/2009,1060000,1330300225,Single Family,01/09/2009,351800,0.808363971,1311291,1,9600,2890,0,3.25,3,9,1959,2010,0,1126000,600000,98112,FALSE
3703,03/02/2006,1400000,1330300231,Single Family,01/02/2006,387600,0.890625,1571930,1,9600,2590,0,2.25,4,9,1957,0,0,1126000,174000,98112,FALSE
3704,01/07/2008,2200000,1330300300,Single Family,01/07/2008,400300,0.919806985,2391806,1,8550,3150,0,3.75,3,10,2007,0,0,1026000,943000,98112,FALSE
3705,02/10/2008,1200000,1330300410,Single Family,01/10/2008,390600,0.897518382,1337020,1,9489,2440,0,2.25,3,9,1959,0,0,1126000,155000,98112,FALSE
3706,23/06/2009,1160000,1330300451,Single Family,01/06/2009,357100,0.820542279,1413699,1,8500,2190,0,1.75,3,9,1957,0,0,1026000,305000,98112,FALSE
3707,05/03/2007,265000,1330600020,Single Family,01/03/2007,429600,0.987132353,268454,1,7500,1200,0,1,3,6,1963,0,0,59000,111000,98002,FALSE
3708,02/11/2012,183000,1330600150,Single Family,01/11/2012,335900,0.771829044,237099,1,6000,1100,0,1,3,6,1965,0,0,59000,143000,98002,FALSE
3709,04/06/2009,340000,1330650070,Single Family,01/06/2009,357100,0.820542279,414360,1,10272,2260,450,2.75,4,8,1993,0,0,132000,181000,98030,FALSE
3710,13/08/2007,431000,1330700020,Single Family,01/08/2007,434600,0.998621324,431595,1,8700,2360,0,2.5,4,8,1991,0,0,87000,213000,98092,FALSE
3711,23/01/2006,729000,1330850100,Single Family,01/01/2006,383200,0.880514706,827925,1,21807,3400,0,2.5,3,10,1999,0,0,246000,573000,98053,FALSE
3712,24/02/2009,580000,1330900230,Single Family,01/02/2009,374400,0.860294118,674188,1,31705,2330,0,2.5,4,8,1980,0,0,268000,269000,98052,FALSE
3713,27/03/2006,576251,1330900550,Single Family,01/03/2006,392100,0.900965074,639593,1,37339,2230,0,2.25,3,8,1980,0,0,272000,259000,98053,FALSE
3714,05/09/2007,532692,1330900700,Single Family,01/09/2007,433500,0.99609375,534781,1,34144,2970,0,1.75,3,8,1980,0,0,270000,405000,98053,FALSE
3715,16/04/2008,796000,1331900330,Single Family,01/04/2008,411700,0.946001838,841436,1,37103,3220,0,2.25,4,10,1987,0,0,320000,558000,98072,FALSE
3716,27/09/2007,625000,1332000070,Single Family,01/09/2007,433500,0.99609375,627451,1,39092,2530,0,2.5,4,9,1995,0,0,247000,368000,98053,FALSE
3717,29/03/2006,700000,1332000100,Single Family,01/03/2006,392100,0.900965074,776945,1,38043,3320,0,2.5,4,9,1997,0,0,246000,457000,98053,FALSE
3718,20/06/2006,422300,1332200110,Single Family,01/06/2006,404400,0.929227941,454463,1,8065,2200,0,2.5,4,7,1998,0,0,97000,189000,98031,FALSE
3719,15/12/2010,261000,1332200110,Single Family,01/12/2010,330600,0.759650735,343579,1,8065,2200,0,2.5,4,7,1998,0,0,97000,189000,98031,FALSE
3720,04/04/2008,385000,1332300220,Single Family,01/04/2008,411700,0.946001838,406976,1,5862,2490,0,2.5,4,7,1999,0,0,130000,173000,98030,FALSE
3721,28/09/2009,290000,1332700010,Townhouse,01/09/2009,351800,0.808363971,358749,1,1968,1610,0,2.25,2,7,1979,0,0,144000,148000,98056,FALSE
3722,27/02/2008,378000,1332700050,Townhouse,01/02/2008,418400,0.961397059,393178,1,1968,1950,790,2.25,3,7,1979,0,0,144000,159000,98056,FALSE
3723,10/10/2006,387500,1332700090,Townhouse,01/10/2006,418300,0.961167279,403156,1,2575,2110,920,2.5,3,7,1979,0,0,144000,145000,98056,FALSE
3724,15/09/2013,375000,1332700260,Townhouse,01/09/2013,377500,0.867417279,432318,1,1920,1950,790,2.25,3,8,1979,0,0,144000,184000,98056,FALSE
3725,27/12/2010,634000,1334000040,Townhouse,01/12/2010,330600,0.759650735,834594,1,1181,1530,0,2.25,3,10,2009,0,0,114000,687000,98112,TRUE
3726,29/06/2010,775000,1334000120,Townhouse,01/06/2010,345800,0.794577206,975361,1,1307,1580,350,3,3,10,2009,0,0,114000,673000,98112,FALSE
3727,03/05/2006,735000,1336300195,Single Family,01/05/2006,400600,0.920496324,798482,1,5800,2420,0,2.5,5,8,1906,0,0,632000,188000,98102,FALSE
3728,20/12/2007,735000,1336300250,Multiplex,01/12/2007,425200,0.977022059,752286,2,5100,2180,120,2,6,8,1905,0,1,552000,124000,98102,FALSE
3729,06/04/2006,1100000,1336300425,Single Family,01/04/2006,396500,0.911075368,1207364,1,4573,2980,560,2.5,4,10,1905,0,0,621000,879000,98102,FALSE
3730,25/05/2007,2075000,1336300425,Single Family,01/05/2007,432100,0.992876838,2089887,1,4573,2980,560,2.5,4,10,1905,0,0,621000,879000,98102,FALSE
3731,14/02/2007,960000,1336300610,Single Family,01/02/2007,427800,0.982996324,976606,1,5000,2040,0,1.75,4,9,1921,0,0,640000,418000,98102,FALSE
3732,27/01/2012,1070000,1336300637,Single Family,01/01/2012,311600,0.715992647,1494429,1,4937,2160,160,2,3,10,1987,0,0,595000,636000,98102,FALSE
3733,30/08/2012,1150000,1336800015,Single Family,01/08/2012,327500,0.752527574,1528183,1,5800,3660,300,3.25,4,10,1909,1995,1,609000,963000,98112,FALSE
3734,09/09/2008,849500,1336800185,Single Family,01/09/2008,394900,0.907398897,936192,1,5568,2500,0,2.75,3,9,1905,0,1,609000,591000,98112,FALSE
3735,21/04/2010,1839126,1336800660,Single Family,01/04/2010,349100,0.802159926,2292717,1,6000,4260,1120,3.75,3,10,1905,2007,0,664000,1468000,98112,FALSE
3736,26/07/2007,870000,1336800735,Single Family,01/07/2007,434200,0.997702206,872004,1,3840,2200,0,2,5,9,1923,0,0,590000,604000,98112,FALSE
3737,25/09/2006,936500,1336800800,Single Family,01/09/2006,414800,0.953125,982557,1,2150,2490,870,2.5,3,9,1906,0,0,289000,552000,98112,FALSE
3738,28/03/2007,840000,1336800915,Single Family,01/03/2007,429600,0.987132353,850950,1,5280,2950,560,2.75,6,9,1906,0,1,592000,557000,98112,FALSE
3739,18/02/2008,1200000,1336801005,Single Family,01/02/2008,418400,0.961397059,1248184,1,5400,2920,1030,2.25,4,9,1909,0,1,568000,535000,98112,FALSE
3740,28/08/2008,1171000,1336801005,Single Family,01/08/2008,397900,0.914292279,1280772,1,5400,2920,1030,2.25,4,9,1909,0,1,568000,535000,98112,FALSE
3741,03/12/2012,1608750,1337300145,Single Family,01/12/2012,339400,0.779871324,2062840,1,8325,3320,0,2.5,4,10,1905,0,0,730000,916000,98112,FALSE
3742,20/07/2009,692000,1337300155,Single Family,01/07/2009,354400,0.814338235,849770,1,5610,1750,0,2.5,2,8,1903,1984,1,592000,215000,98112,FALSE
3743,15/05/2009,1260000,1337800245,Single Family,01/05/2009,360700,0.828814338,1520244,1,4800,2710,440,2.25,3,9,1905,2009,0,639000,929000,98112,FALSE
3744,22/08/2011,700000,1337800284,Single Family,01/08/2011,312700,0.718520221,974224,1,2975,2250,370,2,3,9,1905,0,0,525000,501000,98112,FALSE
3745,11/12/2009,1145000,1337800390,Single Family,01/12/2009,350600,0.805606618,1421289,1,4800,2840,800,3,4,9,1904,0,0,612000,557000,98112,FALSE
3746,02/08/2011,1050000,1337800390,Single Family,01/08/2011,312700,0.718520221,1461337,1,4800,2840,800,3,4,9,1904,0,0,612000,557000,98112,FALSE
3747,05/01/2006,900000,1337800625,Single Family,01/01/2006,383200,0.880514706,1022129,1,4800,3230,930,4.75,5,9,1904,0,0,639000,525000,98112,FALSE
3748,14/11/2006,995000,1337800805,Single Family,01/11/2006,421200,0.967830882,1028072,1,4800,3520,1160,2.25,4,9,1909,2014,0,612000,926000,98112,FALSE
3749,05/04/2007,1400000,1337800840,Single Family,01/04/2007,430900,0.990119485,1413971,1,4800,3220,400,2.25,4,9,1906,0,0,639000,737000,98112,FALSE
3750,19/03/2008,1549000,1338300055,Single Family,01/03/2008,415100,0.953814338,1624006,1,4320,2920,340,2.25,5,10,1909,1996,0,616000,765000,98112,FALSE
3751,21/09/2012,1400000,1338300180,Single Family,01/09/2012,329600,0.757352941,1848544,1,8640,3960,1330,2.25,4,9,1925,0,0,876000,546000,98112,FALSE
3752,28/07/2006,1200000,1338300235,Single Family,01/07/2006,407700,0.936810662,1280942,1,6048,2650,480,1.75,4,8,1955,0,0,798000,259000,98112,FALSE
3753,24/06/2011,937000,1338300435,Single Family,01/06/2011,315500,0.724954044,1292496,1,4600,2760,690,2.5,5,9,1910,0,0,639000,506000,98112,FALSE
3754,19/03/2007,1200000,1338600185,Single Family,01/03/2007,429600,0.987132353,1215642,1,5925,2740,0,2.5,3,10,1913,1992,0,739000,739000,98112,FALSE
3755,14/03/2007,1800000,1338600205,Single Family,01/03/2007,429600,0.987132353,1823464,1,15243,4440,2510,3,4,8,1939,0,0,835000,429000,98112,FALSE
3756,30/05/2006,710000,1338800120,Single Family,01/05/2006,400600,0.920496324,771323,1,4320,3320,910,4.25,6,9,1909,2007,0,616000,782000,98112,FALSE
3757,06/06/2007,1500000,1338800120,Single Family,01/06/2007,433200,0.995404412,1506925,1,4320,3320,910,4.25,6,9,1909,2007,0,616000,782000,98112,FALSE
3758,09/12/2010,1200000,1338800370,Single Family,01/12/2010,330600,0.759650735,1579673,1,8640,4560,1470,3.5,5,10,1928,0,1,685000,937300,98112,FALSE
3759,25/04/2007,1775000,1338800535,Single Family,01/04/2007,430900,0.990119485,1792713,1,5466,4550,1460,4.25,5,10,1909,0,0,661000,1206000,98112,FALSE
3760,28/10/2009,770000,1338800870,Single Family,01/10/2009,351200,0.806985294,954169,1,4320,2750,600,3.25,4,9,1906,0,1,277000,627000,98112,FALSE
3761,21/05/2009,950000,1338801019,Single Family,01/05/2009,360700,0.828814338,1146216,1,3850,3400,610,3.5,4,10,2008,0,2,235000,922000,98112,FALSE
3762,28/09/2006,1150000,1339300075,Single Family,01/09/2006,414800,0.953125,1206557,1,4759,3120,1040,3,4,9,1916,0,0,582000,508000,98112,FALSE
3764,23/11/2009,910000,1342300160,Single Family,01/11/2009,350900,0.806295956,1128618,1,4760,3070,1020,3.25,5,8,1905,0,1,430000,660000,98112,FALSE
3765,06/07/2006,922500,1342300195,Single Family,01/07/2006,407700,0.936810662,984724,1,4760,1940,600,2,3,8,1905,0,0,504000,426000,98112,FALSE
3766,22/09/2006,826000,1342300275,Single Family,01/09/2006,414800,0.953125,866623,1,4760,1790,0,1,3,7,1918,0,0,478000,345000,98112,FALSE
3767,04/03/2008,1300000,1346300004,Single Family,01/03/2008,415100,0.953814338,1362949,1,6030,2920,0,3.5,3,11,1978,0,1,607000,903000,98112,FALSE
3768,12/03/2009,223000,1352300115,Single Family,01/03/2009,369800,0.849724265,262438,1,4120,910,0,1,2,6,1932,0,0,97000,127000,98055,FALSE
3769,21/03/2013,185000,1352300115,Single Family,01/03/2013,351600,0.807904412,228987,1,4120,910,0,1,2,6,1932,0,0,97000,127000,98055,FALSE
3770,21/10/2011,174000,1352300200,Single Family,01/10/2011,312000,0.716911765,242708,1,4120,730,0,1,2,5,1923,0,0,97000,81000,98055,FALSE
3771,28/12/2012,230000,1352300520,Single Family,01/12/2012,339400,0.779871324,294920,1,4120,1670,530,3,3,7,1929,2012,0,97000,228000,98055,FALSE
3772,21/01/2014,184990,1352300755,Single Family,01/01/2014,387900,0.891314338,207547,1,4120,780,0,1,2,6,1933,0,1,82000,123000,98055,FALSE
3773,01/08/2008,120000,1352300990,Single Family,01/08/2008,397900,0.914292279,131249,1,4400,610,0,1,1,5,1922,0,2,88000,52000,98055,FALSE
3774,12/07/2007,350000,1354600110,Single Family,01/07/2007,434200,0.997702206,350806,1,8054,1900,480,1.75,3,7,1984,0,0,95000,179000,98031,FALSE
3775,20/02/2014,231000,1355000220,Single Family,01/02/2014,389800,0.895680147,257905,1,8034,1200,0,1.75,3,7,1975,0,0,95000,152000,98031,FALSE
3776,14/10/2007,289950,1355000310,Single Family,01/10/2007,431300,0.991038603,292572,1,8250,1600,0,1.75,5,7,1975,0,0,95000,144000,98031,FALSE
3777,23/07/2007,726000,1355200010,Single Family,01/07/2007,434200,0.997702206,727672,1,10308,3320,0,2.25,4,9,1971,0,0,266000,450000,98177,FALSE
3778,16/04/2013,615000,1355200010,Single Family,01/04/2013,356000,0.818014706,751820,1,10308,3320,0,2.25,4,9,1971,0,0,266000,450000,98177,FALSE
3779,17/04/2012,620000,1355250030,Single Family,01/04/2012,315200,0.724264706,856041,1,9615,2750,1010,2.75,3,9,1986,0,0,245000,429000,98177,FALSE
3785,23/03/2009,430000,1355300011,Townhouse,01/03/2009,369800,0.849724265,506047,1,1236,1390,265,2.5,2,8,2007,0,0,135000,434000,98122,TRUE
3786,07/05/2007,400500,1357300220,Single Family,01/05/2007,432100,0.992876838,403373,1,7703,1520,440,2,3,7,1977,0,0,200000,133000,98028,FALSE
3787,21/01/2010,310000,1357300240,Single Family,01/01/2010,350800,0.806066176,384584,1,7200,1320,0,1.75,3,7,1977,0,0,200000,160000,98028,FALSE
